DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,TIME_SIGNATURE,REGIÃO
0.642,0.6,8,-2.718,1,0.457,0.369,0.0,0.223,0.816,161.952,205427,5,BELO HORIZONTE
0.921,0.534,6,-0.485,0,0.397,0.595,0.0,0.124,0.311,130.034,195692,4,BELO HORIZONTE
0.888,0.58,10,-0.496,1,0.24,0.598,0.0,0.114,0.398,130.107,151038,4,BELO HORIZONTE
0.665,0.507,0,-11.036,1,0.0546,0.489,0.00102,0.197,0.51,87.017,134574,4,BELO HORIZONTE
0.917,0.621,6,-3.779,0,0.157,0.095,0.0,0.0996,0.712,133.146,191567,4,BELO HORIZONTE
0.816,0.583,10,-1.216,0,0.119,0.585,0.0,0.14,0.671,129.903,112154,4,BELO HORIZONTE
0.857,0.469,6,-3.549,0,0.0649,0.582,0.0,0.0917,0.528,86.569,184615,5,BELO HORIZONTE
0.909,0.462,4,-2.848,0,0.0581,0.631,0.0,0.61,0.882,129.945,166154,4,BELO HORIZONTE
0.908,0.554,5,-4.138,1,0.0508,0.214,0.0,0.0592,0.71,129.841,156970,4,BELO HORIZONTE
0.7,0.677,4,-3.552,0,0.38,0.295,3.52e-06,0.217,0.405,85.436,123692,5,BELO HORIZONTE
0.798,0.599,6,-2.411,0,0.147,0.509,5.3e-06,0.135,0.811,86.654,136202,3,BELO HORIZONTE
0.83,0.487,4,-0.78,0,0.0964,0.339,1.9e-06,0.0823,0.694,86.671,149538,3,BELO HORIZONTE
0.823,0.934,4,-3.046,0,0.0447,0.192,0.0,0.424,0.967,156.023,165020,4,BELO HORIZONTE
0.827,0.511,5,-5.248,1,0.0522,0.0421,0.0,0.246,0.583,129.968,245159,4,BELO HORIZONTE
0.785,0.869,0,-2.169,1,0.0389,0.114,0.0,0.347,0.886,134.024,180905,4,BELO HORIZONTE
0.62,0.943,5,-2.171,1,0.0435,0.363,0.0,0.0705,0.968,167.945,201974,4,BELO HORIZONTE
0.575,0.541,4,-11.308,1,0.148,0.71,0.000151,0.114,0.397,88.811,196811,4,BELO HORIZONTE
0.754,0.645,6,0.353,0,0.0465,0.492,1.08e-05,0.108,0.721,86.742,157153,5,BELO HORIZONTE
0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,157355,4,BELO HORIZONTE
0.549,0.459,9,-4.946,0,0.115,0.742,0.0,0.103,0.422,75.912,252923,5,BELO HORIZONTE
0.811,0.472,9,-3.095,1,0.0834,0.552,0.0,0.123,0.63,86.822,131096,3,BELO HORIZONTE
0.724,0.673,8,-3.588,1,0.0813,0.408,1.95e-05,0.191,0.473,130.099,212307,4,BELO HORIZONTE
0.786,0.678,5,-4.301,0,0.131,0.678,1.98e-06,0.11,0.468,93.976,186043,4,BELO HORIZONTE
0.95,0.751,6,-5.298,1,0.0722,0.0236,0.0,0.0961,0.936,128.925,152328,4,BELO HORIZONTE
0.859,0.654,9,-7.503,1,0.0434,0.152,2.87e-06,0.132,0.937,134.94,151904,4,BELO HORIZONTE
0.638,0.584,7,0.885,1,0.33,0.705,0.0,0.0707,0.478,81.961,132923,3,BELO HORIZONTE
0.923,0.613,8,-3.685,0,0.114,0.547,0.0,0.116,0.672,130.042,109920,4,BELO HORIZONTE
0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041,180923,4,BELO HORIZONTE
0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,203158,4,BELO HORIZONTE
0.826,0.769,11,-5.203,0,0.0507,0.538,0.0,0.345,0.709,125.979,183695,4,BELO HORIZONTE
0.794,0.656,8,-1.975,0,0.0671,0.769,1.82e-06,0.123,0.844,129.948,418704,4,BELO HORIZONTE
0.479,0.889,1,-4.162,1,0.168,0.0992,0.0,0.356,0.735,169.646,162966,4,BELO HORIZONTE
0.597,0.53,3,-2.762,1,0.0804,0.441,0.0,0.149,0.741,86.626,180923,5,BELO HORIZONTE
0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,173227,4,BELO HORIZONTE
0.649,0.82,0,-2.811,1,0.0671,0.439,0.0,0.14,0.806,129.947,148608,4,BELO HORIZONTE
0.709,0.816,11,-4.787,0,0.0346,0.685,0.0,0.146,0.921,150.06,237900,4,BELO HORIZONTE
0.899,0.698,0,-4.788,1,0.076,0.00104,0.0,0.0715,0.457,105.018,212582,4,BELO HORIZONTE
0.715,0.787,1,0.639,1,0.514,0.438,0.0,0.192,0.453,130.0,200829,4,BELO HORIZONTE
0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,181279,4,BELO HORIZONTE
0.634,0.768,9,-7.112,1,0.0598,0.0179,1.13e-05,0.204,0.382,122.917,221463,4,BELO HORIZONTE
0.775,0.705,7,-2.259,0,0.304,0.112,0.0,0.0704,0.252,129.769,177231,4,BELO HORIZONTE
0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210,4,BELO HORIZONTE
0.599,0.562,1,-4.334,0,0.106,0.143,0.0,0.131,0.173,95.901,223951,4,BELO HORIZONTE
0.735,0.898,11,-3.728,0,0.0428,0.342,0.0,0.309,0.968,155.01,162968,4,BELO HORIZONTE
0.688,0.559,6,-10.06,1,0.699,0.522,0.0,0.104,0.624,99.563,148800,3,BELO HORIZONTE
0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934,189463,4,BELO HORIZONTE
0.695,0.418,9,-7.063,0,0.0684,0.778,0.000254,0.0699,0.485,129.833,240980,4,BELO HORIZONTE
0.611,0.458,7,-0.993,1,0.205,0.56,0.0017,0.0664,0.868,86.757,140852,4,BELO HORIZONTE
0.594,0.597,0,-3.415,1,0.0389,0.746,0.0,0.143,0.804,109.848,155588,4,BELO HORIZONTE
0.622,0.934,9,-2.01,1,0.107,0.309,0.0,0.391,0.922,169.999,151950,4,BELO HORIZONTE
0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036,154182,4,BELO HORIZONTE
0.667,0.821,3,-4.068,1,0.0389,0.592,0.0,0.376,0.703,123.074,169579,4,BELO HORIZONTE
0.919,0.336,11,-3.913,1,0.0775,0.513,1.51e-05,0.198,0.741,129.982,139546,4,BELO HORIZONTE
0.628,0.624,9,-7.968,0,0.254,0.112,0.0,0.197,0.47,159.646,324000,4,BELO HORIZONTE
0.63,0.869,6,-4.41,1,0.154,0.226,0.0,0.314,0.582,80.958,171243,4,BELO HORIZONTE
0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,185000,4,BELO HORIZONTE
0.622,0.725,6,-3.754,1,0.0397,0.319,0.0,0.407,0.694,129.87,145962,4,BELO HORIZONTE
0.76,0.682,7,-2.869,1,0.0281,0.826,0.0,0.0978,0.711,104.918,180587,4,BELO HORIZONTE
0.865,0.56,2,0.474,0,0.0994,0.653,0.0,0.0943,0.391,129.935,110811,4,BELO HORIZONTE
0.655,0.726,10,-7.628,0,0.0796,0.334,3.13e-06,0.232,0.766,160.064,150260,4,BELO HORIZONTE
0.69,0.731,5,-5.08,1,0.0353,0.447,0.0,0.343,0.569,110.083,297749,3,BELO HORIZONTE
0.93,0.714,10,-2.839,1,0.0755,0.412,0.00594,0.101,0.659,129.974,129268,4,BELO HORIZONTE
0.811,0.633,8,-3.261,0,0.0474,0.555,0.00256,0.0815,0.818,144.0,138104,4,BELO HORIZONTE
0.934,0.707,9,-4.214,1,0.0646,0.437,1.74e-05,0.0628,0.961,138.023,173913,4,BELO HORIZONTE
0.893,0.568,4,-5.124,1,0.0558,0.119,0.0,0.145,0.963,130.014,162462,4,BELO HORIZONTE
0.657,0.687,8,-4.564,1,0.0562,0.453,0.0,0.135,0.692,129.642,190722,4,BELO HORIZONTE
0.521,0.587,10,-4.758,0,0.0341,0.751,0.0,0.317,0.548,142.425,229120,4,BELO HORIZONTE
0.867,0.67,0,-3.839,0,0.0438,0.23,0.00468,0.0889,0.891,135.064,160905,4,BELO HORIZONTE
0.685,0.815,7,-4.187,1,0.0745,0.217,0.0,0.748,0.87,170.038,175947,4,BELO HORIZONTE
0.657,0.715,4,-1.523,0,0.0457,0.273,0.0,0.114,0.429,89.983,245394,4,BELO HORIZONTE
0.837,0.895,0,-0.504,1,0.0692,0.301,0.00555,0.33,0.698,134.993,169500,4,BELO HORIZONTE
0.783,0.902,6,-3.063,0,0.0351,0.382,0.0,0.0556,0.897,144.116,170000,4,BELO HORIZONTE
0.743,0.764,5,-9.575,0,0.0575,0.292,0.0,0.0919,0.916,157.95,120000,4,BELO HORIZONTE
0.911,0.671,4,-4.957,1,0.129,0.338,0.0,0.0657,0.637,104.975,214857,4,BELO HORIZONTE
0.64,0.727,4,-4.339,0,0.0489,0.399,0.0,0.356,0.772,107.349,161393,4,BELO HORIZONTE
0.779,0.765,1,-4.596,0,0.0445,0.278,0.0,0.0538,0.821,129.041,210237,4,BELO HORIZONTE
0.93,0.577,10,-1.762,0,0.162,0.415,9.56e-05,0.0972,0.212,130.04,123692,4,BELO HORIZONTE
0.655,0.675,1,-4.628,1,0.121,0.518,0.0,0.957,0.455,169.895,185373,4,BELO HORIZONTE
0.586,0.863,6,-3.58,0,0.225,0.356,0.0,0.682,0.502,121.026,167048,4,BELO HORIZONTE
0.634,0.81,5,-4.631,1,0.118,0.392,0.0,0.382,0.691,147.987,162568,4,BELO HORIZONTE
0.536,0.854,1,-4.012,0,0.0637,0.127,0.0,0.107,0.769,75.95,183014,4,BELO HORIZONTE
0.648,0.328,0,-9.112,1,0.324,0.797,0.000731,0.0901,0.698,86.383,207101,5,BELO HORIZONTE
0.715,0.653,5,-4.832,0,0.0791,0.638,0.0,0.363,0.735,125.837,146512,4,BELO HORIZONTE
0.796,0.888,7,-2.813,1,0.0346,0.0335,0.0,0.329,0.828,126.017,162624,4,BELO HORIZONTE
0.733,0.725,11,-3.492,0,0.177,0.32,0.0,0.183,0.755,115.031,158725,4,BELO HORIZONTE
0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,170000,4,BELO HORIZONTE
0.797,0.555,0,-7.52,0,0.0505,0.404,0.00536,0.159,0.379,139.974,208250,4,BELO HORIZONTE
0.554,0.676,11,-5.593,1,0.198,0.707,0.0,0.339,0.715,130.315,167840,4,BELO HORIZONTE
0.615,0.907,6,-1.873,0,0.128,0.622,0.0,0.0913,0.725,152.093,167684,4,BELO HORIZONTE
0.816,0.809,1,-6.849,1,0.101,0.0483,0.000246,0.0526,0.633,169.894,173469,4,BELO HORIZONTE
0.803,0.8,1,-3.214,1,0.0381,0.48,0.0,0.119,0.87,128.03,175351,4,BELO HORIZONTE
0.76,0.658,4,-6.373,0,0.0453,0.301,0.0,0.114,0.721,130.026,166385,4,BELO HORIZONTE
0.909,0.3,10,-7.792,0,0.256,0.351,2.28e-06,0.0724,0.694,129.975,135732,4,BELO HORIZONTE
0.953,0.544,5,-5.411,0,0.0843,0.0466,0.0179,0.0395,0.853,129.988,145846,4,BELO HORIZONTE
0.756,0.934,1,-5.342,1,0.187,0.0488,0.0,0.118,0.6,127.928,172846,4,BELO HORIZONTE
0.739,0.636,8,-5.975,1,0.0737,0.257,0.0,0.175,0.442,142.055,682817,4,BELO HORIZONTE
0.869,0.89,9,1.221,0,0.229,0.138,0.144,0.0475,0.601,130.192,156970,4,BELO HORIZONTE
0.784,0.823,10,-2.487,1,0.0316,0.527,0.0,0.0835,0.729,133.956,166402,4,BELO HORIZONTE
0.705,0.737,4,-3.055,0,0.0415,0.159,0.0,0.401,0.667,129.945,143698,4,BELO HORIZONTE
0.602,0.913,5,-2.721,1,0.0394,0.183,1.14e-06,0.195,0.963,165.071,146632,4,BELO HORIZONTE
0.76,0.842,6,-3.452,0,0.0642,0.554,0.0,0.133,0.976,157.913,127310,4,BRASÍLIA
0.752,0.564,2,-5.61,0,0.036,0.0568,0.0,0.129,0.481,115.045,231580,4,BRASÍLIA
0.9,0.404,7,-8.383,1,0.624,0.311,0.0,0.066,0.867,129.8,128077,4,BRASÍLIA
0.754,0.668,3,-4.926,1,0.0445,0.459,0.0,0.157,0.751,116.993,162768,4,BRASÍLIA
0.93,0.813,10,-2.74,0,0.0417,0.201,0.0,0.105,0.724,116.017,164483,4,BRASÍLIA
0.819,0.831,1,-3.315,0,0.15,0.04,0.00216,0.0799,0.369,119.974,146960,4,BRASÍLIA
0.737,0.83,5,-4.701,1,0.0479,0.0523,0.0,0.216,0.711,165.07,162380,4,BRASÍLIA
0.8,0.536,1,-8.666,1,0.0567,0.383,2.03e-06,0.0939,0.428,125.001,218568,4,BRASÍLIA
0.853,0.387,11,-8.871,1,0.251,0.384,0.0,0.229,0.852,89.99,296612,4,BRASÍLIA
0.778,0.654,7,-4.245,1,0.0783,0.351,0.0,0.103,0.824,137.978,154848,4,BRASÍLIA
0.84,0.711,8,-4.931,1,0.161,0.653,1.15e-05,0.481,0.941,155.723,124160,4,BRASÍLIA
0.794,0.435,11,-9.234,0,0.221,0.498,0.0,0.0927,0.394,117.992,195042,4,BRASÍLIA
0.847,0.859,0,-2.661,1,0.0398,0.165,0.0,0.198,0.776,116.948,171817,4,BRASÍLIA
0.785,0.869,0,-2.169,1,0.0389,0.114,0.0,0.347,0.886,134.024,180905,4,BRASÍLIA
0.479,0.889,1,-4.162,1,0.168,0.0992,0.0,0.356,0.735,169.646,162966,4,BRASÍLIA
0.775,0.705,7,-2.259,0,0.304,0.112,0.0,0.0704,0.252,129.769,177231,4,BRASÍLIA
0.62,0.943,5,-2.171,1,0.0435,0.363,0.0,0.0705,0.968,167.945,201974,4,BRASÍLIA
0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,203158,4,BRASÍLIA
0.882,0.363,11,-10.949,0,0.0754,0.259,0.0,0.103,0.792,149.991,158400,4,BRASÍLIA
0.458,0.643,9,-5.816,1,0.0367,0.774,0.0,0.248,0.779,145.938,260842,4,BRASÍLIA
0.583,0.644,4,-5.165,1,0.045,0.683,1.05e-05,0.116,0.676,101.91,208352,4,BRASÍLIA
0.803,0.8,1,-3.214,1,0.0381,0.48,0.0,0.119,0.87,128.03,175351,4,BRASÍLIA
0.493,0.428,3,-3.954,1,0.055,0.276,0.0,0.121,0.455,78.518,161846,5,BRASÍLIA
0.457,0.801,10,-5.043,0,0.335,0.35,0.0,0.135,0.509,72.979,166665,4,BRASÍLIA
0.735,0.898,11,-3.728,0,0.0428,0.342,0.0,0.309,0.968,155.01,162968,4,BRASÍLIA
0.649,0.82,0,-2.811,1,0.0671,0.439,0.0,0.14,0.806,129.947,148608,4,BRASÍLIA
0.861,0.691,2,-4.767,1,0.0411,0.566,0.0,0.248,0.895,120.042,194867,4,BRASÍLIA
0.865,0.645,9,-2.789,0,0.0418,0.0422,1.22e-06,0.111,0.524,132.021,208182,4,BRASÍLIA
0.738,0.762,4,-7.563,0,0.0656,0.182,0.0,0.13,0.77,173.016,190155,4,BRASÍLIA
0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934,189463,4,BRASÍLIA
0.743,0.764,5,-9.575,0,0.0575,0.292,0.0,0.0919,0.916,157.95,120000,4,BRASÍLIA
0.634,0.768,9,-7.112,1,0.0598,0.0179,1.13e-05,0.204,0.382,122.917,221463,4,BRASÍLIA
0.767,0.865,9,-3.56,0,0.0589,0.345,0.0,0.1,0.958,156.052,210352,4,BRASÍLIA
0.667,0.872,6,-3.42,0,0.0643,0.179,0.0,0.106,0.94,163.961,197233,4,BRASÍLIA
0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,181279,4,BRASÍLIA
0.622,0.725,6,-3.754,1,0.0397,0.319,0.0,0.407,0.694,129.87,145962,4,BRASÍLIA
0.796,0.888,7,-2.813,1,0.0346,0.0335,0.0,0.329,0.828,126.017,162624,4,BRASÍLIA
0.811,0.633,8,-3.261,0,0.0474,0.555,0.00256,0.0815,0.818,144.0,138104,4,BRASÍLIA
0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210,4,BRASÍLIA
0.76,0.682,7,-2.869,1,0.0281,0.826,0.0,0.0978,0.711,104.918,180587,4,BRASÍLIA
0.641,0.679,5,-5.299,1,0.0346,0.545,9.27e-05,0.169,0.885,156.01,205962,4,BRASÍLIA
0.594,0.597,0,-3.415,1,0.0389,0.746,0.0,0.143,0.804,109.848,155588,4,BRASÍLIA
0.797,0.455,9,-10.203,0,0.215,0.474,3.42e-05,0.0647,0.233,98.953,174898,4,BRASÍLIA
0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036,154182,4,BRASÍLIA
0.498,0.579,0,-4.048,1,0.0478,0.748,0.0,0.188,0.73,80.642,185621,4,BRASÍLIA
0.662,0.588,2,-10.915,1,0.0391,0.464,0.0,0.125,0.912,155.04,161785,4,BRASÍLIA
0.657,0.687,8,-4.564,1,0.0562,0.453,0.0,0.135,0.692,129.642,190722,4,BRASÍLIA
0.701,0.961,8,-1.605,0,0.0486,0.297,0.0,0.184,0.936,160.006,146150,4,BRASÍLIA
0.436,0.87,0,-4.485,1,0.286,0.49,0.0,0.909,0.529,77.952,151941,5,BRASÍLIA
0.681,0.869,0,-2.409,1,0.0892,0.279,0.0,0.317,0.628,111.639,159733,3,BRASÍLIA
0.642,0.833,4,-4.132,1,0.0631,0.53,0.0,0.128,0.918,188.099,128550,4,BRASÍLIA
0.707,0.774,6,-4.924,1,0.0545,0.205,0.0,0.117,0.942,76.449,159640,4,BRASÍLIA
0.805,0.669,4,-4.259,0,0.0891,0.00305,0.0,0.112,0.35,135.093,156500,4,BRASÍLIA
0.715,0.653,5,-4.832,0,0.0791,0.638,0.0,0.363,0.735,125.837,146512,4,BRASÍLIA
0.761,0.926,10,-3.823,1,0.0539,0.361,4.06e-05,0.051,0.967,170.024,138856,4,BRASÍLIA
0.657,0.911,9,-1.842,1,0.041,0.519,0.0,0.286,0.932,158.059,155997,4,BRASÍLIA
0.622,0.934,9,-2.01,1,0.107,0.309,0.0,0.391,0.922,169.999,151950,4,BRASÍLIA
0.682,0.751,4,-4.569,1,0.0796,0.182,0.0,0.363,0.692,139.936,186758,4,BRASÍLIA
0.837,0.895,0,-0.504,1,0.0692,0.301,0.00555,0.33,0.698,134.993,169500,4,BRASÍLIA
0.586,0.863,6,-3.58,0,0.225,0.356,0.0,0.682,0.502,121.026,167048,4,BRASÍLIA
0.667,0.821,3,-4.068,1,0.0389,0.592,0.0,0.376,0.703,123.074,169579,4,BRASÍLIA
0.911,0.671,4,-4.957,1,0.129,0.338,0.0,0.0657,0.637,104.975,214857,4,BRASÍLIA
0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041,180923,4,BRASÍLIA
