DANCEABILITY,ENERGY,KEY,LOUDNESS,MODE,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,TIME_SIGNATURE,REGIÃO
0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,185000,4,CURITIBA
0.867,0.67,0,-3.839,0,0.0438,0.23,0.00468,0.0889,0.891,135.064,160905,4,CURITIBA
0.843,0.64,9,-7.485,0,0.0376,0.0485,0.0,0.281,0.784,130.097,125305,4,CURITIBA
0.536,0.854,1,-4.012,0,0.0637,0.127,0.0,0.107,0.769,75.95,183014,4,CURITIBA
0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210,4,CURITIBA
0.68,0.712,9,-6.781,1,0.0609,0.634,0.0,0.933,0.784,88.0,216818,4,CURITIBA
0.567,0.645,3,-1.842,0,0.0817,0.623,0.00294,0.0822,0.888,85.107,151384,5,CURITIBA
0.733,0.725,11,-3.492,0,0.177,0.32,0.0,0.183,0.755,115.031,158725,4,CURITIBA
0.869,0.89,9,1.221,0,0.229,0.138,0.144,0.0475,0.601,130.192,156970,4,CURITIBA
0.554,0.676,11,-5.593,1,0.198,0.707,0.0,0.339,0.715,130.315,167840,4,CURITIBA
0.927,0.522,8,-5.669,1,0.348,0.0254,0.0,0.0992,0.749,133.012,162406,4,CURITIBA
0.904,0.874,10,-3.935,0,0.0319,0.267,0.0,0.122,0.906,130.002,180647,4,CURITIBA
0.919,0.336,11,-3.913,1,0.0775,0.513,1.51e-05,0.198,0.741,129.982,139546,4,CURITIBA
0.679,0.744,2,-8.152,1,0.0468,0.351,0.0,0.289,0.928,154.021,160000,4,CURITIBA
0.775,0.705,7,-2.259,0,0.304,0.112,0.0,0.0704,0.252,129.769,177231,4,CURITIBA
0.899,0.698,0,-4.788,1,0.076,0.00104,0.0,0.0715,0.457,105.018,212582,4,CURITIBA
0.735,0.898,11,-3.728,0,0.0428,0.342,0.0,0.309,0.968,155.01,162968,4,CURITIBA
0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,170000,4,CURITIBA
0.709,0.816,11,-4.787,0,0.0346,0.685,0.0,0.146,0.921,150.06,237900,4,CURITIBA
0.76,0.682,7,-2.869,1,0.0281,0.826,0.0,0.0978,0.711,104.918,180587,4,CURITIBA
0.412,0.464,0,-11.045,1,0.03,0.00127,4.43e-06,0.0753,0.143,143.823,286667,4,CURITIBA
0.586,0.642,1,-6.001,0,0.382,0.236,0.0,0.196,0.599,66.655,420000,5,CURITIBA
0.64,0.727,4,-4.339,0,0.0489,0.399,0.0,0.356,0.772,107.349,161393,4,CURITIBA
0.934,0.707,9,-4.214,1,0.0646,0.437,1.74e-05,0.0628,0.961,138.023,173913,4,CURITIBA
0.622,0.725,6,-3.754,1,0.0397,0.319,0.0,0.407,0.694,129.87,145962,4,CURITIBA
0.814,0.681,0,-4.547,1,0.123,0.215,0.0,0.0765,0.65,99.985,134400,4,CURITIBA
0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85e-06,0.104,0.432,129.988,150462,4,CURITIBA
0.909,0.3,10,-7.792,0,0.256,0.351,2.28e-06,0.0724,0.694,129.975,135732,4,CURITIBA
0.965,0.598,7,-5.408,1,0.295,0.128,1.48e-06,0.0782,0.78,125.046,204650,4,CURITIBA
0.634,0.81,5,-4.631,1,0.118,0.392,0.0,0.382,0.691,147.987,162568,4,CURITIBA
0.685,0.815,7,-4.187,1,0.0745,0.217,0.0,0.748,0.87,170.038,175947,4,CURITIBA
0.59,0.649,0,-7.136,1,0.222,0.548,0.0,0.111,0.661,171.868,174520,4,CURITIBA
0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934,189463,4,CURITIBA
0.599,0.562,1,-4.334,0,0.106,0.143,0.0,0.131,0.173,95.901,223951,4,CURITIBA
0.643,0.82,6,-5.742,0,0.155,0.0159,0.0,0.846,0.654,127.983,156201,4,CURITIBA
0.953,0.544,5,-5.411,0,0.0843,0.0466,0.0179,0.0395,0.853,129.988,145846,4,CURITIBA
0.668,0.52,1,-4.163,0,0.1,0.101,0.0,0.0979,0.665,105.283,182769,1,CURITIBA
0.917,0.621,6,-3.779,0,0.157,0.095,0.0,0.0996,0.712,133.146,191567,4,CURITIBA
0.886,0.63,1,-6.298,0,0.333,0.225,8.97e-05,0.089,0.836,88.092,170627,4,CURITIBA
0.644,0.398,4,-6.886,1,0.031,0.832,0.0,0.123,0.415,115.69,265817,3,CURITIBA
0.632,0.85,4,-1.81,0,0.187,0.408,0.0,0.119,0.615,190.154,197053,4,CURITIBA
0.705,0.737,4,-3.055,0,0.0415,0.159,0.0,0.401,0.667,129.945,143698,4,CURITIBA
0.655,0.675,1,-4.628,1,0.121,0.518,0.0,0.957,0.455,169.895,185373,4,CURITIBA
0.727,0.702,5,-2.568,1,0.0692,0.046,0.0,0.298,0.644,129.989,210521,4,CURITIBA
0.75,0.551,0,-7.397,1,0.369,0.024,0.0,0.391,0.573,190.074,258993,4,CURITIBA
0.586,0.863,6,-3.58,0,0.225,0.356,0.0,0.682,0.502,121.026,167048,4,CURITIBA
0.739,0.636,8,-5.975,1,0.0737,0.257,0.0,0.175,0.442,142.055,682817,4,CURITIBA
0.74,0.884,5,-2.683,1,0.242,0.296,0.0,0.091,0.954,130.035,199440,4,CURITIBA
0.865,0.817,8,-0.487,1,0.092,0.445,0.000681,0.194,0.412,129.586,151384,4,CURITIBA
0.781,0.665,8,-5.787,0,0.433,0.367,0.0,0.203,0.824,95.55,238272,4,CURITIBA
0.746,0.668,7,-6.496,1,0.0398,0.642,0.0,0.109,0.798,151.853,179452,4,CURITIBA
0.784,0.823,10,-2.487,1,0.0316,0.527,0.0,0.0835,0.729,133.956,166402,4,CURITIBA
0.67,0.819,8,-4.816,1,0.0825,0.0937,0.0,0.101,0.763,168.044,174628,4,CURITIBA
0.946,0.475,0,-3.681,1,0.27,0.731,0.0,0.0952,0.667,132.041,186364,4,CURITIBA
0.967,0.416,6,-10.217,1,0.33,0.0243,3.06e-05,0.0725,0.709,123.98,199811,4,CURITIBA
0.941,0.462,1,-5.985,0,0.193,0.0384,0.0,0.131,0.635,120.028,456181,4,CURITIBA
0.442,0.88,9,-3.334,1,0.259,0.543,0.0,0.348,0.742,159.737,158560,1,CURITIBA
0.921,0.83,5,-1.361,1,0.135,0.584,3.17e-05,0.0522,0.596,133.089,172748,4,CURITIBA
0.794,0.883,0,-1.496,1,0.387,0.23,0.0,0.333,0.558,90.04,188667,4,CURITIBA
0.687,0.649,4,-5.098,0,0.18,0.314,1.89e-06,0.517,0.721,84.846,175059,4,CURITIBA
0.676,0.875,2,-7.007,0,0.0497,0.0226,0.0104,0.193,0.115,125.004,142000,4,CURITIBA
0.52,0.74,11,-7.185,1,0.0703,0.555,0.0,0.951,0.778,138.097,177068,4,CURITIBA
0.765,0.684,10,-7.604,0,0.308,0.135,0.0,0.128,0.45,89.886,243333,4,CURITIBA
0.799,0.568,6,-3.089,1,0.25,0.387,0.0,0.0892,0.963,129.63,153078,4,CURITIBA
0.818,0.81,8,-5.691,0,0.0574,0.000289,0.876,0.0863,0.258,126.023,144286,4,CURITIBA
0.588,0.591,11,-4.219,1,0.184,0.416,0.0,0.0762,0.964,174.981,125727,5,CURITIBA
0.704,0.571,2,-5.939,0,0.0747,0.777,0.0,0.134,0.707,127.943,191641,4,RIO DE JANEIRO
0.642,0.873,7,-5.457,1,0.371,0.308,0.0,0.2,0.45,164.934,149803,4,RIO DE JANEIRO
0.678,0.793,1,-3.886,1,0.692,0.459,0.0,0.166,0.868,97.417,185887,3,RIO DE JANEIRO
0.378,0.583,1,-8.048,1,0.155,0.0509,0.0,0.488,0.245,91.901,269998,4,RIO DE JANEIRO
0.795,0.619,9,-5.402,1,0.132,0.00214,0.0,0.0621,0.309,117.773,136271,3,RIO DE JANEIRO
0.688,0.518,1,-7.467,1,0.101,0.0781,0.0,0.254,0.537,117.902,211525,3,RIO DE JANEIRO
0.901,0.757,7,-5.905,1,0.364,0.123,0.0,0.145,0.821,140.214,183429,4,RIO DE JANEIRO
0.633,0.636,9,-6.805,1,0.0413,0.497,0.0,0.168,0.548,123.908,218457,4,RIO DE JANEIRO
0.694,0.551,5,-5.929,1,0.0485,0.704,0.0,0.1,0.908,95.003,186947,4,RIO DE JANEIRO
0.384,0.528,5,-5.012,0,0.0281,0.565,0.0,0.146,0.472,88.658,208000,4,RIO DE JANEIRO
0.386,0.613,9,-5.817,1,0.0332,0.547,0.0,0.302,0.49,134.401,200564,4,RIO DE JANEIRO
0.601,0.548,2,-6.632,1,0.041,0.881,0.0,0.369,0.564,147.987,189932,4,RIO DE JANEIRO
0.699,0.756,11,1.453,0,0.34,0.649,0.000453,0.255,0.788,66.722,106667,4,RIO DE JANEIRO
0.86,0.614,6,-3.809,0,0.259,0.0476,5.04e-05,0.0708,0.932,84.965,162406,4,RIO DE JANEIRO
0.739,0.636,8,-5.975,1,0.0737,0.257,0.0,0.175,0.442,142.055,682817,4,RIO DE JANEIRO
0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,185000,4,RIO DE JANEIRO
0.631,0.765,6,-5.074,0,0.298,0.243,0.0,0.131,0.719,79.894,198621,4,RIO DE JANEIRO
0.622,0.802,4,-7.083,0,0.0346,0.0569,5.45e-06,0.181,0.601,142.001,229250,4,RIO DE JANEIRO
0.707,0.666,5,-8.272,1,0.0678,0.256,0.0,0.113,0.923,160.96,173830,4,RIO DE JANEIRO
0.714,0.651,6,-8.484,1,0.0728,0.0177,0.0,0.311,0.7,109.048,157271,4,RIO DE JANEIRO
0.831,0.43,8,-10.462,1,0.297,0.35,2.56e-06,0.127,0.447,112.093,163928,4,RIO DE JANEIRO
0.574,0.654,0,-6.696,0,0.478,0.27,0.0,0.115,0.694,81.336,234098,5,RIO DE JANEIRO
0.746,0.668,7,-6.496,1,0.0398,0.642,0.0,0.109,0.798,151.853,179452,4,RIO DE JANEIRO
0.826,0.918,6,-2.385,0,0.331,0.742,0.00259,0.0878,0.66,169.849,118588,4,RIO DE JANEIRO
0.571,0.721,1,-5.383,0,0.102,0.0221,2.77e-06,0.112,0.117,199.859,201600,4,RIO DE JANEIRO
0.857,0.502,8,-8.25,0,0.0889,0.399,0.00012,0.1,0.54,126.07,194286,4,RIO DE JANEIRO
0.585,0.631,11,-8.118,1,0.0325,0.6,0.0,0.989,0.627,145.944,210173,4,RIO DE JANEIRO
0.813,0.549,9,-7.656,1,0.291,0.148,0.0,0.0915,0.187,100.932,276980,4,RIO DE JANEIRO
0.349,0.678,9,-6.947,1,0.0728,0.624,0.0,0.367,0.759,170.41,196126,4,RIO DE JANEIRO
0.594,0.976,1,0.775,1,0.255,0.2,0.00758,0.166,0.866,147.198,134400,4,RIO DE JANEIRO
0.623,0.629,7,-5.26,1,0.2,0.595,0.0,0.0894,0.653,94.55,202318,5,RIO DE JANEIRO
0.843,0.64,9,-7.485,0,0.0376,0.0485,0.0,0.281,0.784,130.097,125305,4,RIO DE JANEIRO
0.508,0.749,4,-3.496,0,0.203,0.0338,0.0,0.331,0.303,97.903,182449,4,RIO DE JANEIRO
0.474,0.817,7,-3.977,1,0.0686,0.424,4.7e-05,0.0961,0.557,96.787,606588,4,RIO DE JANEIRO
0.505,0.626,2,-6.384,1,0.0508,0.517,0.0,0.374,0.954,152.105,185407,4,RIO DE JANEIRO
0.655,0.726,10,-7.628,0,0.0796,0.334,3.13e-06,0.232,0.766,160.064,150260,4,RIO DE JANEIRO
0.777,0.615,8,-1.661,1,0.115,0.128,7.02e-05,0.0768,0.598,85.15,118588,4,RIO DE JANEIRO
0.658,0.937,0,-2.482,1,0.0476,0.346,0.0,0.0609,0.96,168.034,189115,4,RIO DE JANEIRO
0.661,0.549,0,-6.202,1,0.0369,0.777,0.0,0.16,0.696,127.999,200696,4,RIO DE JANEIRO
0.59,0.649,0,-7.136,1,0.222,0.548,0.0,0.111,0.661,171.868,174520,4,RIO DE JANEIRO
0.834,0.656,8,-6.007,1,0.141,0.0475,0.0,0.0986,0.756,155.043,116129,4,RIO DE JANEIRO
0.751,0.851,6,-3.531,1,0.113,0.172,0.000238,0.198,0.579,77.488,146548,4,RIO DE JANEIRO
0.847,0.543,0,-8.435,1,0.321,0.301,0.000264,0.229,0.799,134.941,199556,4,RIO DE JANEIRO
0.688,0.559,6,-10.06,1,0.699,0.522,0.0,0.104,0.624,99.563,148800,3,RIO DE JANEIRO
0.652,0.566,7,-6.789,0,0.0317,0.616,0.0,0.113,0.845,151.952,177163,4,RIO DE JANEIRO
0.746,0.764,1,-6.745,1,0.177,0.0405,0.000242,0.0823,0.808,149.998,132224,4,RIO DE JANEIRO
0.88,0.847,6,-1.992,1,0.0964,0.894,0.00148,0.0892,0.88,150.012,172852,4,RIO DE JANEIRO
0.756,0.65,4,-7.362,1,0.0528,0.789,0.0,0.123,0.854,144.003,180948,4,RIO DE JANEIRO
0.861,0.944,4,-0.467,0,0.346,0.366,0.0,0.557,0.893,169.899,158171,4,RIO DE JANEIRO
0.499,0.562,2,-11.595,1,0.0584,0.677,0.0,0.895,0.82,108.826,1085565,4,RIO DE JANEIRO
0.454,0.702,5,-5.675,0,0.0463,0.657,3.27e-06,0.98,0.592,155.706,219939,4,RIO DE JANEIRO
0.632,0.836,7,-7.046,1,0.116,0.656,0.0,0.642,0.804,173.942,186810,4,RIO DE JANEIRO
0.726,0.606,8,-8.276,0,0.04,0.571,0.0,0.962,0.961,139.877,227157,4,RIO DE JANEIRO
0.9,0.606,1,-6.003,1,0.184,0.192,1.58e-06,0.0649,0.52,134.986,146543,4,RIO DE JANEIRO
0.383,0.63,4,-7.343,1,0.0377,0.692,0.0,0.334,0.73,159.901,237143,4,RIO DE JANEIRO
0.713,0.81,11,-3.661,1,0.105,0.357,2.5e-06,0.0953,0.558,175.99,156693,4,RIO DE JANEIRO
0.64,0.597,1,-8.117,0,0.0343,0.481,0.0,0.159,0.779,90.065,188167,4,RIO DE JANEIRO
0.573,0.758,5,-7.997,0,0.0336,0.502,0.0,0.98,0.823,159.958,182923,4,RIO DE JANEIRO
0.551,0.775,9,-5.892,1,0.0429,0.535,0.0,0.882,0.718,146.058,195265,4,RIO DE JANEIRO
0.537,0.665,9,-6.879,1,0.0744,0.576,0.0,0.894,0.855,163.88,215928,4,RIO DE JANEIRO
0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,170000,4,RIO DE JANEIRO
0.598,0.711,1,-6.408,1,0.052,0.594,0.0,0.9,0.607,145.844,215555,4,RIO DE JANEIRO
0.616,0.477,4,-9.235,0,0.126,0.0342,0.0394,0.104,0.139,78.154,182923,4,RIO DE JANEIRO
0.673,0.881,4,-4.375,1,0.0415,0.00342,3.24e-05,0.0793,0.724,159.859,172546,4,RIO DE JANEIRO
0.554,0.702,2,-7.57,1,0.0537,0.793,0.0,0.757,0.636,145.76,177843,4,RIO DE JANEIRO
0.787,0.526,5,-6.305,0,0.0603,0.261,0.0,0.116,0.518,112.012,192864,4,RIO DE JANEIRO
0.817,0.907,0,-2.459,0,0.0817,0.544,4.34e-06,0.0449,0.856,149.954,140800,4,RIO DE JANEIRO
0.697,0.612,5,-3.247,0,0.437,0.158,4.19e-05,0.0426,0.928,140.158,202850,4,RIO DE JANEIRO
0.911,0.323,4,-9.534,0,0.0558,0.00687,0.0,0.0913,0.47,134.983,142273,4,RIO DE JANEIRO
0.676,0.762,8,-5.317,1,0.0395,0.376,4.37e-06,0.136,0.719,89.022,142965,4,RIO DE JANEIRO
0.68,0.712,9,-6.781,1,0.0609,0.634,0.0,0.933,0.784,88.0,216818,4,RIO DE JANEIRO
0.712,0.83,0,-3.954,0,0.0679,0.461,8.34e-06,0.0826,0.625,99.889,432000,4,RIO DE JANEIRO
0.629,0.727,4,-4.387,0,0.0499,0.0647,0.0,0.138,0.132,149.978,230400,4,RIO DE JANEIRO
0.528,0.694,2,-7.02,1,0.0379,0.545,0.0,0.593,0.573,151.994,209065,4,RIO DE JANEIRO
0.57,0.708,11,-6.353,1,0.0481,0.651,0.0,0.336,0.581,152.013,187834,4,RIO DE JANEIRO
0.709,0.816,11,-4.787,0,0.0346,0.685,0.0,0.146,0.921,150.06,237900,4,RIO DE JANEIRO
0.492,0.403,5,-9.196,0,0.0538,0.781,0.0,0.327,0.581,116.028,236045,4,RIO DE JANEIRO
0.69,0.935,1,0.965,0,0.302,0.175,0.00796,0.0562,0.807,124.98,115749,1,RIO DE JANEIRO
0.792,0.54,1,-7.659,1,0.137,0.426,0.0,0.103,0.512,129.959,149223,4,RIO DE JANEIRO
0.652,0.344,0,-12.023,1,0.117,0.736,7.03e-06,0.0834,0.24,95.053,171789,4,RIO DE JANEIRO
0.646,0.497,1,-10.291,1,0.385,0.323,0.0,0.102,0.396,122.06,224262,3,RIO DE JANEIRO
0.671,0.685,11,-6.601,0,0.181,0.371,0.0,0.134,0.874,150.079,149054,4,RIO DE JANEIRO
0.828,0.606,2,-6.823,1,0.283,0.0397,0.0,0.173,0.287,124.054,155356,4,RIO DE JANEIRO
0.414,0.666,7,-8.897,1,0.0432,0.674,1.34e-05,0.849,0.422,163.988,159160,4,RIO DE JANEIRO
0.63,0.635,9,-8.105,0,0.04,0.801,0.0,0.119,0.942,92.604,171148,4,RIO DE JANEIRO
0.7,0.558,9,-6.773,1,0.0357,0.784,1.73e-06,0.0704,0.697,139.994,196416,4,RIO DE JANEIRO
0.677,0.625,7,-7.389,1,0.0489,0.746,0.0,0.129,0.548,142.004,244632,4,RIO DE JANEIRO
0.709,0.699,11,-5.956,0,0.0888,0.319,0.0,0.134,0.267,98.049,235102,4,RIO DE JANEIRO
0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,203158,4,RIO DE JANEIRO
0.727,0.83,2,-4.712,1,0.199,0.174,0.0,0.0696,0.552,93.95,185106,4,RIO DE JANEIRO
0.803,0.624,8,-5.201,1,0.103,0.0379,0.0,0.145,0.589,94.998,227368,4,RIO DE JANEIRO
0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210,4,RIO DE JANEIRO
0.697,0.628,11,-7.689,0,0.061,0.466,0.0,0.107,0.898,159.695,143542,4,RIO DE JANEIRO
0.934,0.707,9,-4.214,1,0.0646,0.437,1.74e-05,0.0628,0.961,138.023,173913,4,RIO DE JANEIRO
0.634,0.768,9,-7.112,1,0.0598,0.0179,1.13e-05,0.204,0.382,122.917,221463,4,RIO DE JANEIRO
0.723,0.598,4,-5.407,0,0.298,0.415,0.0,0.138,0.665,141.93,171371,4,RIO DE JANEIRO
0.571,0.866,4,-6.566,0,0.0502,0.333,0.0,0.55,0.764,177.981,160618,4,RIO DE JANEIRO
0.709,0.739,0,-5.827,1,0.0604,0.427,0.0,0.218,0.832,93.063,222577,4,RIO DE JANEIRO
0.547,0.712,2,-7.91,1,0.0476,0.657,0.0,0.965,0.856,93.798,223086,4,RIO DE JANEIRO
0.783,0.902,6,-3.063,0,0.0351,0.382,0.0,0.0556,0.897,144.116,170000,4,RIO DE JANEIRO
